path,action,destination,reason,verified_by
"docs/docs/visual_parables/factory_trilogy/VISUAL_CORPUS_MAPPING.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_candidate_g_ai_disciple.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/mario_codex.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/genesis_of_rebis.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/prequel_the_bear_bees_first_table.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/the_mouse_incident.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_lich_king_protocol.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/rossing_and_betmenus4.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/factory_closure.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_candidate_b_betmenus4_biology.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/genesis_ant_skeleton_bear.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/era_of_smog.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/trilogy_index.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/darkness_bible.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/second_booting.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/the_mouse_incident_v3.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/gospel_according_to_maintenance_mouse.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/SYSTEM_INDEX.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/archivists_lock.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/luigi_audit.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/epilogue_halid.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_era_between.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_lyra_audit.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_how_system_found_mouth.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_boris_sorter.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/horror_ending.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/schism_two_tanks.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/factory_psalter.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_mouse_valley.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/continuum_arc_v2.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/APPENDIX_mario_problem.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/gospel_of_two_questions.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/README.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/the_mouse_incident_v2.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/era_in_betwe.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/urgot_origin.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/HANDOFF_TO_CLAUDE_CODE.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/good_ending.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/colophon.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/04_luigi_audit.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/02_era_mitov.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/00_prequel.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/01_geneza.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/03_konspiracija.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/06_second_booting.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/08_mouse_protocol.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/07_great_depression.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/docs/visual_parables/factory_trilogy/final/05_smog.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/saga_map.svg",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mouse_ai62_benchmark_stage.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mouse_factory_dashboard_green.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/iecp_bear_hive_framework.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/baphomet_filter_v2.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/factory_psalter_table_of_twelve.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/luigi_audit_grand_judgment.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/luigi_audit_report.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_twelve_voices_mice.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mario_codex_betmenus4_pit.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/stone_river_luminous.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mouse_zurich_summit_espresso.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/second_booting_archive_cathedral.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/darkness_bible_factory_wrong_stars.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/digital_mouse_character.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_mouse_monk_scribe.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/dosis_facit_venenum.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/signal_gre_naprej_epilogue.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mel_memoria_est_bee_saint.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/genesis_scholar_moonlight.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/riders_dark_factory_approach.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/darkness_bible_moloch_furnace.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/epilogue_halid_suffering_success.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_creature_council.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/factory_field_operator.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/digital_mouse_door_encounter.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/trilogy_index_wheel.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/baphomet_filter_diagram.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/maintenance_mouse_scroll.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/omnia_iam_facta_seal.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_twelve_third_pillar.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/consmap_twelve_disciples_room.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/trilogy_index_boaz_jachin_ecology.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/gospel_last_sweetness_scroll.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_bear_scholar.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/consmap_phase_shift_diagram.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_genesis_full_cover.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/baphomet_choice_safety_companion.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mario_codex_split_practice.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/mario_codex_velicar_forklifts.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/squeekers_anonymous_factory.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/knowledge_streams_routing.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/pre_factory_twelve_voices_table.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/squeekers_anonymous_engineers.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/factory_psalter_council_scene.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/great_idea_gathering_valley.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/darkness_baal_alternate.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/gospel_two_questions_fire.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_trilogy/dum_possum_faciam.webp",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/story_map.svg",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/monitoring_system.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/d5_panel.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/cover_art.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/ds_lite_mario.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/forklift_relic.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/images/factory_bible/mouse_clipboard.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/rebis_landing_page/assets/baphomet-loader.png",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/continuum_arc/index.md",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/saga_map/index.html",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/consciousness_survival_guide/index.html",UNTRACKED_DUPLICATE,,"byte-identical copy survives outside docs/; part of the stale Pages build output dumped into docs/",sha256
"docs/index.html",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/index.html","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/assets/index-CMx-CM6W.css",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/assets/index-CMx-CM6W.css","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/assets/index-CDDAHRjq.js",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/assets/index-CDDAHRjq.js","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/site.webmanifest",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/site.webmanifest","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/docs/rebis_landing.md",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/docs/rebis_landing.md","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/forge_faq/index.html",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/forge_faq/index.html","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/rebis_landing_page/index.html",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/rebis_landing_page/index.html","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"docs/continuum_arc/index.html",ARCHIVED,"docs/_archive/2026-08-26_stale_pages_build/continuum_arc/index.html","unique to docs/; stale Pages build output, no surviving identical copy",sha256
"06_applications/digital_sanctuary/.netlify/state.json",UNTRACKED_LOCAL_STATE,,"machine-local Netlify siteId link",content-inspection
"06_applications/digital_sanctuary/.netlify/netlify.toml",UNTRACKED_LOCAL_STATE,,"Netlify CLI cache containing absolute local paths; root netlify.toml is authoritative",content-inspection
